,text,id,polarities
156,Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,Review-g188636-d4170392_4:1,['neutral']
157,Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,Review-g188636-d4170392_4:2,"['negative', 'negative', 'negative']"
158,Als je een frequent shusi eeter bent sla deze zaak dan over.,Review-g188636-d4170392_4:3,['negative']
159,"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.",Review-g188636-d4562380_1:1,"['positive', 'positive']"
160,"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",Review-g188636-d4562380_1:2,['positive']
161,Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,Review-g188636-d4562380_1:3,"['positive', 'positive', 'positive']"
162,Zeker te proberen!,Review-g188636-d4562380_1:4,['positive']
163,Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,Review-g188636-d4562380_2:2,"['positive', 'positive', 'positive']"
164,Daarom zin de prijzen ook zeer democratisch!,Review-g188636-d4562380_2:4,['positive']
165,Alles wordt op nog artisanale wijze bereid!,Review-g188636-d4562380_2:5,['positive']
166,"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",Review-g188636-d4562380_2:6,"['positive', 'positive']"
167,"Kortom, een absolute aanrader!",Review-g188636-d4562380_2:7,['positive']
168,De mooie locatie (Sint Jorispoort) trok ons naar het terrasje.,Review-g188636-d4562380_3:1,['positive']
169,Maar de bediening sloeg hier alles.,Review-g188636-d4562380_3:2,['negative']
170,"Het leek alsof we de kok stoorden, hoewel er naast ons niemand was.",Review-g188636-d4562380_3:3,['negative']
171,Hij moest ons dan ook duidelijk maken dat een bepaald gerecht niet te verkrijgen was omdat hij bezig was.,Review-g188636-d4562380_3:4,['negative']
172,Er werd over ons heen gekeken.,Review-g188636-d4562380_3:5,['negative']
173,"Een blik, een glimlach, een ""smakelijk"" of ""dankuwel"" waren ver te zoeken.",Review-g188636-d4562380_3:6,['negative']
174,Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,Review-g188636-d4562380_3:9,"['negative', 'neutral']"
175,Dit kwam per stuk neer op maar liefst 8 euro.,Review-g188636-d4562380_3:10,['negative']
176,"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",Review-g188636-d4562380_3:11,['negative']
177,"De focaccia was lekker, maar dat mag wel voor een fortuin.",Review-g188636-d4562380_3:12,"['positive', 'negative']"
178,"Bon, benieuwd hoe lang deze omhooggevallen zaak stand houdt...",Review-g188636-d4562380_3:13,['negative']
179,"Als je op zoek bent naar een originelere plaats om 's middags te lunchen, ben je hier aan het juiste adres.",Review-g188636-d4562380_4:1,['positive']
180,De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,Review-g188636-d4562380_4:2,"['positive', 'positive']"
181,"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",Review-g188636-d4562380_4:3,"['positive', 'positive', 'positive']"
182,"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",Review-g188636-d4562380_4:6,"['positive', 'positive']"
183,"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",Review-g188636-d4579497_1:2,"['positive', 'positive', 'positive', 'positive', 'positive']"
184,Leuk restaurantje.,Review-g188636-d4579497_3:1,['positive']
185,Inrichting is modern.,Review-g188636-d4579497_3:2,['positive']
186,"Het personeel casual qua stijl, en vriendelijk.",Review-g188636-d4579497_3:3,['positive']
187,Soms duurt het even voordat je de aandacht hebt als je iets bij wilt bestellen.,Review-g188636-d4579497_3:4,['negative']
188,De tafeltjes zijn als op zoveel plekken in Antwerpen erg klein.,Review-g188636-d4579497_3:5,['negative']
189,Het eten was echter prima.,Review-g188636-d4579497_3:6,['positive']
190,Lekkere kaaskroketjes vooraf gehad.,Review-g188636-d4579497_3:7,['positive']
191,LHoofdgerecht stoofpotje ook lekker.,Review-g188636-d4579497_3:8,['positive']
192,Bij aankomst doet de gevel van dit mooie herenhuis in niets vermoeden dat hierachter een gezellig restaurant schuil gaat.,Review-g188636-d5929173_2:6,['positive']
193,We worden vriendelijk en met die typische Oosterse beleefdheid ontvangen door Sombat.,Review-g188636-d5929173_2:7,['positive']
194,"De achterliggende tuin met vijver is prachtig, jammer genoeg is het te koud buiten en nemen we het aperitief in het lederen salon.",Review-g188636-d5929173_2:8,['positive']
195,"Dit is een lekkere cava en inbegrepen in de set-menu prijs à 50,00€ per persoon.",Review-g188636-d5929173_2:9,['positive']
196,"Dat is mooi, rustgevend en straalt een authentieke Thaise setting uit.",Review-g188636-d5929173_2:11,['positive']
197,Het heeft meer de sfeer van een woonkamer dan van een formeel restaurant.,Review-g188636-d5929173_2:12,['positive']
198,"Het geheel biedt een hoog huiskamer gevoel, het is gezellig zitten hier.",Review-g188636-d5929173_2:13,"['positive', 'positive']"
199,De 2 hapjes vooraf zijn fris en erg lekker van smaak.,Review-g188636-d5929173_2:17,['positive']
200,"Dit is een vrij pittig soepje, aanvaardbaar gekruid en subtiel qua smaak.",Review-g188636-d5929173_2:20,['positive']
201,Dit gerecht is het betere werk.,Review-g188636-d5929173_2:22,['positive']
202,Prima bereid.,Review-g188636-d5929173_2:24,['positive']
203,Ook hier is niets op aan te merken.,Review-g188636-d5929173_2:26,['positive']
204,"De hoeveelheid eten is te ruim bemeten, en met verkwisting van voedsel heb ik altijd een probleem.",Review-g188636-d5929173_2:29,['negative']
205,Ook de harmonie qua structuur en smaakexpressie tussen de (té) talrijke ingrediënten gaat volledig de mist in.,Review-g188636-d5929173_2:30,"['negative', 'negative']"
206,"Jammer, maar dit gerecht is niet geslaagd.",Review-g188636-d5929173_2:31,['negative']
207,Die zijn allebei uitstekend en met mate geprijsd.,Review-g188636-d5929173_2:33,"['positive', 'positive']"
208,Afsluiten doen we met een ijs compositie die erg lekker is.,Review-g188636-d5929173_2:34,['positive']
209,"Bij de koffie wordt prompt cognac van het huis aangeboden, erg attentvol.",Review-g188636-d5929173_2:35,['positive']
210,"De dienstverlening is voorkomend en beleefd, zij het aan de timide kant.",Review-g188636-d5929173_2:36,['neutral']
211,Dit 'Home Cooking' concept is een iets anders dan een formeel restaurant.,Review-g188636-d5929173_2:37,['neutral']
212,De gebruikte ingrediënten zijn vers en op zich allemaal smaakvol bereid.,Review-g188636-d5929173_2:38,['positive']
213,Maar de harmonie klopt niet altijd en de porties zijn te ruim bemeten.,Review-g188636-d5929173_2:39,"['negative', 'negative']"
214,"Al bij al de betere Thaise keuken, maar het is net geen verfijnde gastronomie.",Review-g188636-d5929173_2:40,['positive']
215,"Gastvrijheid top, omgeving binnen en buiten om helemaal tot rust te komen en het eten om bij weg te dromen.",Review-g188636-d5929173_3:2,"['positive', 'positive', 'positive']"
216,Onze ontdekking van het jaar.,Review-g188636-d5929173_3:3,['positive']
217,Voldaan in alle opzichten,Review-g188636-d5929173_3:4,['positive']
218,Bij het binnenkomen voel je je gelijk in Thailand.,Review-g188636-d5929173_4:1,['neutral']
219,"Het restaurant is stijlvol en gezellig ingericht, alsook de tuin waar we het aperitief hebben genuttigd.",Review-g188636-d5929173_4:2,"['positive', 'positive']"
220,"Het eten (4 gangen menu voor 50€) was heel lekker en niet al te ""spicy"".",Review-g188636-d5929173_4:3,['positive']
221,De gastheer en zijn personeel waren zeer voorkomend en vriendelijk.,Review-g188636-d5929173_4:4,"['positive', 'positive']"
222,Sombat Thai cuisine is een echte aanrader en wij gaan zeker nog eens terug.,Review-g188636-d5929173_4:5,['positive']
223,We hebben genoten van een excellente lunch met een super lekker dessert.,Review-g188636-d809942_2:1,"['positive', 'positive']"
224,De aangepaste wijnen waren lekker.,Review-g188636-d809942_2:2,['positive']
225,De bediening was correct en zeer vriendelijk en wij hadden het geluk om in de binnentuin te kunnen lunchen.,Review-g188636-d809942_2:3,"['positive', 'positive']"
226,Een echte aanrader.,Review-g188636-d809942_2:4,['positive']
227,Laat de drukke omgeving je niet afschrikken.,Review-g188636-d809942_2:5,['negative']
228,Daar ik geen mosselen mag eten werd dit gemakkelijk vervangen door een ander gerecht.,Review-g188636-d809942_3:2,['positive']
229,Dit was wel bij de goedkoopste op de kaart.,Review-g188636-d809942_3:4,['negative']
230,Waarom stond die dan niet op de kaart?,Review-g188636-d809942_3:6,['negative']
231,De amuses en ook de gerechten hadden een verfijnde smaak.,Review-g188636-d809942_3:7,"['positive', 'positive']"
232,De porties waren wel niet erg groot.,Review-g188636-d809942_3:8,['negative']
