,text,id,polarities
77,Так и произошло наше знакомство с рестораном Italy.,10625:3,[]
78,"Народу было много, полный зал.",10625:4,[]
79,"Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется.",10625:5,['positive']
80,"То что мы заказывали, нам понравилось.",10625:6,['positive']
81,"Интерьер спокойный, сделано со вкусом, но без особых изысков.",10625:7,['neutral']
82,"На мой взгляд, больше подходит для компании, чем для того, чтобы прийти вдвоём.",10625:8,[]
83,"Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа.",10625:9,"['negative', 'negative']"
84,Но в остальном всё вежливо и предупредительно.,10625:10,['positive']
85,К салату цезарь нужен был соус без анчоусов.,10625:11,[]
86,"Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех.",10625:12,"['negative', 'negative', 'negative']"
87,Минут через десять прибежал снова и обещал сделать всё в лучшем виде..,10625:13,[]
88,"В общем, зайдём в это место снова.",10625:14,['positive']
89,Обязательно попробуем больше итальянских блюд.,10625:15,[]
90,Вдруг Italy окажется именно им? :),10625:17,[]
91,Заезжали поужинать с подругой пару недель назад.,10645:0,[]
92,Столик не заказывали.,10645:1,[]
93,"Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится.",10645:2,['neutral']
94,Приятно.,10645:3,[]
95,"Интерьер на любителя, но мило и удобно.",10645:4,['neutral']
96,Еда хорошая.,10645:5,['positive']
97,"Вкусно, не так дорого.",10645:6,"['positive', 'positive']"
98,"Подача плова- оригинальная, но...",10645:7,['conflict']
99,"Мне лично это не понравилось, хотя идея конечно не плохая.",10645:8,[]
100,Девушкам явно нравится.,10645:9,[]
101,Я лично ожидал чуть боьше блюд из мяса в таком ресторане на мангале.,10645:10,['negative']
102,"С другой стороны по одному шашлыку есть из каждого вида мяса, в принципе хватает, но хочется чего то необычное увидеть..",10645:11,['neutral']
103,Первое посещение Дачи было в рамках поиска ресторана для проведения свадебного банкета.,10663:0,[]
104,Прямо с порога радушное отношение.,10663:1,['positive']
105,Очень вежливый и приятный мужчина из гардероба.,10663:2,['positive']
106,"Улыбка, настроение улучшается!.",10663:3,['positive']
107,"Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).",10663:4,"['positive', 'positive']"
108,"Оставили координаты, в этот же вечер было получено на почту меню.",10663:5,['positive']
109,"Девушки официантки все здороваются и улыбаются, интерьер потрясающий.",10663:6,"['positive', 'positive']"
110,Решили вернуться пообедать.,10663:7,[]
111,Опять радушная встреча в гардеробе.,10663:8,['positive']
112,"Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!",10663:9,"['positive', 'positive']"
113,"Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.",10663:10,"['positive', 'positive']"
114,Кухня очень хорошая!,10663:11,['positive']
115,"Мясо из своей коптильни потрясающее, вкуснятина!",10663:12,['positive']
116,Порции большие.,10663:13,['positive']
117,Остались очень довольны!,10663:14,['positive']
118,"Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :).",10663:15,['positive']
119,Всем советую сходить в это замечательное место!,10663:16,['positive']
120,Были сегодня с молодым человеком впервые.,10798:0,[]
121,"Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке.",10798:1,"['positive', 'positive']"
122,"Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо.",10798:2,"['positive', 'positive', 'positive', 'positive', 'positive']"
123,Японская кухня - на 5+..от запченных роллов сложно было оторваться),10798:3,"['positive', 'positive']"
124,"Европейская кухня не отстает..)все по высшему разрду. за достаточно низкие цены очень вкусно.и сервис..приятные девушки, очень быстро принесли заказ, все здорово.",10798:4,"['positive', 'positive', 'positive', 'positive']"
125,коктели и алкоголь видно что не разбавленные и тоже на 5+. в общем вывод один - еще и еще туда будм приходить и не раз! советую.,10798:5,"['positive', 'positive']"
126,"Побывали впервые в День всех влюбленных в этом ресторане,уж очень понравился видео ролик этого ресторана и мы решили сходить.",10825:0,['positive']
127,"Интерьер на высоком уровне,при входе нас встретил молодой человек и предложил выбрать понравившийся нам столик и предупредил нас, что горячее придется немного дольше подождать т.к. в ресторане было не мало народу,но нас это не смутило,поскольку мы заранее были предупреждены,а это не мало важно.",10825:1,"['positive', 'positive']"
128,"Качество кухни было без замечаний,обслуживание было достаточно внимательное на наш взгляд,но было немного видно,что некая суета присутствовала.",10825:2,"['neutral', 'positive']"
129,"В целом,мы остались под хорошим впечатлением о проведенном вечере.",10825:3,['positive']
130,Спасибо,10825:4,[]
131,"Вчера, стало быть в понедельник, 14 февраля, отправился в это местечко, ранее мне неизвестное.",10847:0,[]
132,"Обстановка милая, уютная.",10847:1,['positive']
133,"Есть, конечно, как и в любом другом кафе столики, которые уютными не назовешь, но всем не угодишь и в целом мне обстановка понравилась.",10847:2,['positive']
134,"Сразу видно, что к интерьеру подходили как можно тщательнее, это радует.",10847:3,['positive']
135,Администратор и официанты весьма вежливы.,10847:4,"['positive', 'positive']"
136,"В кафе чувствуется от персонала, что люди хотят работать и это им нравится, а это самое главное!)",10847:5,['positive']
137,Никаких задержек при подаче блюд/напитков не было.,10847:6,['positive']
138,"Единственное удивление образовалось, когда на десерт мне принесли ложку вместо десертной вилки, но это проблем не вызвало.",10847:7,['negative']
139,Но вы попробовали бы этот десерт м.м.м.,10847:8,['positive']
140,"Десерт был очень вкусный, нам понравилось)",10847:9,['positive']
141,"Суши панированные в рыбных сухарях или как-то так вызвали очень много восхищения, т.к. это было действительно вкусно.",10847:10,['positive']
142,"По кухне можно сказать, что это кафе для тех, кто любит соотношение цены и качества.",10847:11,"['positive', 'positive']"
143,Есть все необходимое.,10847:12,[]
144,В целом кафе оставляет очень приятные воспоминания.,10847:13,['positive']
145,Всем очень рекомендую сходить и попробовать местную японскую кухню.,10847:14,['positive']
146,На втором этаже на диванчиках весьма удобно разместиться компанией.,10847:15,"['positive', 'positive']"
147,Недавно отмечали в Санам день рождения.,10942:0,[]
148,Безумно понравилось.,10942:1,['positive']
149,Гости в восторге.,10942:2,['positive']
150,"Прекрасный интерьер, хорошее обслуживание, быстро, ненавязчиво.",10942:3,"['positive', 'positive']"
151,Кухня понравилась.,10942:4,['positive']
152,"Есть и восточные блюда, и европейские, и японские.",10942:5,['positive']
153,"Так как в нашей компании у всех разные вкусы это очень порадовало, каждый нашел для себя подходящее блюдо.",10942:6,['positive']
154,"Большие порции, все очень вкусно.",10942:7,"['positive', 'positive']"
155,Очень понравился кальян.,10942:8,['positive']
156,"Так же большой выбор коктейлей, некоторые очень неплохие.",10942:9,['positive']
157,Особенно понравились оргазм и клубничная маргарита.,10942:10,"['positive', 'positive']"
158,"В целом все остались довольны, все советую!",10942:11,['positive']
159,"Решили недалеко от дома сходить в китайский ресторанчик, самым близким оказался Жен-Жен.",10985:0,[]
160,На первый взгляд с улицы были видны китайские аттрибуты.,10985:1,[]
161,"Внутри на первом этаже танцпол, гудела европейская попса, нас попросили пройти на второй этаж.",10985:2,[]
162,"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!",10985:3,"['negative', 'negative', 'negative', 'negative']"
163,Заведение неуютное.,10985:4,['negative']
164,"Ну так как ехать в другое место уже не было сил, решили заказать все-такие еду.",10985:5,[]
165,"Меню не порадовало - отпечатанные листки, не особо понятен состав блюд и вес, о картинках даже речи не было.",10985:6,"['negative', 'negative']"
166,"Ну ладно - с китайской кухней знакомы - заказали говядину, свинину, рис, пару закусок, порции оказались большими, еда - вкусной, принесли все горячее.",10985:7,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
167,Конечно посуда и сервировка стола могли бы быть и получше.,10985:8,"['negative', 'negative']"
168,"По поводу сервиса - официантка не здоровалась, не успели сесть - пришла за заказом,правда блюда вынесли быстро, но счет пришлось ждать....при том, что кроме нас было занято всего 2 столика еще.",10985:9,['negative']
169,"в общем покушать было вкусно, но второй раз идти не хочется - люблю все же чтоб присутствоавал китайский антураж в подобных местах.",10985:10,"['positive', 'negative']"
170,"Недавно от знакомых узнала про ресторан ""Мамалыга"".",11027:0,[]
171,В воскресенье вечером находясь рядом решила посетить .,11027:1,[]
172,"Заходим в ресторан, где нас встречает доброжелательная, красивая девушка.",11027:2,['positive']
173,"Она провожает к столу, указывает где можно оставить верхнюю одежду(",11027:3,['positive']
174,"Гардероба в заведении нет, зато есть напольные вешалки) .через несколько минут к нам подошел официант с меню .",11027:4,"['neutral', 'positive']"
175,Интерьер мне очень понравился!,11027:5,['positive']
176,Весьма необычное и интересное дизайнерское решение.,11027:6,['positive']
177,Все детали продуманы до мелочей и вместе создают замечательную атмосферу тепла и комфорта.,11027:7,['positive']
178,"Меню хорошо смотреться и легко читается, а также присутствует специальное предложение.",11027:8,['positive']
179,Приятно удивили цены.,11027:9,['positive']
180,С сервисом полный порядок.,11027:10,['positive']
181,"Официанты Меню знают, работают слажено, внимательны к гостям.",11027:11,['positive']
182,"Улыбаются, что всегда приятно. одним словом обслуживание 10баллов придраться не к чему не смотря на большое количество гостей .",11027:12,['positive']
183,"Готовят долго, но не критично.(может быть из за того что в заведении было очень много гостей)",11027:13,[]
184,"Готовят очень вкусно , особенно шашлыки и наполеон .(спасибо большое поварам )",11027:14,"['positive', 'positive']"
185,А еще отличный кавказский базар.,11027:15,['positive']
186,"Перед уходом не удержалась, купила фрукты (очень вкусные).",11027:16,[]
187,Благодаря вкусной еде и приятной атмосфере мы остались очень довольны и прекрасно провели вечер!,11027:17,"['positive', 'positive', 'positive']"
188,Спасибо огромное за чудесный ресторан.,11027:18,['positive']
189,Теперь буду частенько посещать ваше заведение!!!!,11027:19,['positive']
190,Один из моих любимых ресторанов.,1105:0,['positive']
191,"С самого открытия посещаю его, так как раньше жила рядом.",1105:1,['positive']
192,"При открытии подарили дисконтную карту 20% в подарок, и это стало мотивацией к частому посещению.",1105:2,['positive']
193,"Все всегда все очень вкусное: борщ с копченостями, роллы на гриле, обалденная филадельфия.",1105:3,"['positive', 'positive', 'positive']"
194,"Мой молодой человек скептически относился к моим отзывам, пока я его не привела туда.",1105:4,[]
195,"Поели рибай, после чего сделали вывод, что он был лучше, чем в некоторых стейк-хаусах.",1105:5,['positive']
196,Любимый салат цезарь с креветками тоже был хорош.,1105:6,['positive']
197,"Порции большие, красивые тарелки, хорошее обслуживание.",1105:7,"['positive', 'positive', 'positive']"
198,"По обслуживание отдельно: есть официанты, которые работают с самого открытия-это тоже неплохой показатель качества.",1105:8,"['positive', 'positive']"
199,Шеф-повар тоже с самого открытия.,1105:9,['positive']
200,Даже бизнес-ланч вкусный.,1105:10,['positive']
201,По десертам ничего сказать не могу-не пробовала.,1105:11,[]
202,"Интерьер достаточно спокойный, в бежево-коричневых тонах, но не дешевый, не скажешь, что это какое то кафе у ""черта на куличках"".",1105:12,['neutral']
203,А в этом заведении ни разу не было разочарований за все время-не вру!,1105:13,['positive']
204,"Это не реклама этого заведения и не какой нибудь пиар, так как не имею никакого отношения к этому заведению.",1105:14,['positive']
205,Просто давно хотелось сказать СПАСИБО!,1105:15,['positive']
206,"Хочется, чтобы вы располагались ближе к центру или в самом центре, так как живу уже в центре.",1105:16,['neutral']
207,Пожелание: оставайтесь на том же уровне!,1105:17,['positive']
208,Случайный отзыв.,11058:0,[]
209,"Случайный, потому что были единственный раз.",11058:1,[]
210,"Зашли не большой компанией 5 февраля, вечером.",11058:2,[]
211,"Встречают, провожают всем составом.",11058:3,['positive']
212,"Улыбаются, предлагают попробовать все, что есть в меню.",11058:4,['positive']
213,"Ты уже съел один десерт, ну и что, возьми еще один.",11058:5,[]
214,Доброжелательны до предела.,11058:6,['positive']
215,"Рассказывают по составу блюд, советуют, одним словом : приятны в общении.",11058:7,['positive']
216,"Приносят,уносят, сервируют, не придерешься, и это почти при полной заполненности зала.",11058:8,['positive']
217,"Из небольших недостатков стоит отметить , долго ждали блюда, но обслуживающая нас официантка, сгладила все углы.",11058:9,['neutral']
218,"Как итог вечер удался, спасибо Поленте.",11058:10,['positive']
219,Недавно посетила ресторан по рекомендации друзей.,11102:0,['positive']
220,"Интересное меню, особенно порадовало соотношение цена-качество.",11102:1,"['positive', 'positive']"
221,"Понравился суп в хлебе, нигде такого не пробовала, очень необычно и вкусно.",11102:2,['positive']
222,"Приятный интерьер, улыбчивый персонал, уютная атмосфера.",11102:3,"['positive', 'positive', 'positive']"
223,Кроме того в одном из залов есть детский уголок!,11102:4,['positive']
224,"Так что это прекрасное место не только для тех, кто просто хочет вкусно и недорого покушать, но и для тех, кто желает выбраться отдохнуть всей семьей))).",11102:5,"['positive', 'positive', 'positive']"
225,"С мужем вчера были в этом ресторане, праздновали полгода супружеской жизни.",11155:0,[]
226,"К сервису действительно никаких нареканий все было прекрасно(конечно долго ждали, но достойную еду можно и подождать),интерьер такого рода мне нравится, но еда была ужасна(может быть нам не повезло).",11155:4,"['positive', 'positive', 'negative']"
227,"Салат цезарь вся тарелка это листья салата, немного бекона по кругу и все это в соусе, сверху сыр (цезарь готовится с курицей).",11155:5,"['negative', 'negative', 'negative', 'negative', 'negative']"
228,"Затем были гребешки вроде ничего, но отдавали уксусом,пюре вместе с ним было пересолено.",11155:6,"['neutral', 'negative', 'negative']"
229,"Последним блюдом была телятина и к ней картофельная котлета, телятина тоже отдавала уксусом в картофельной котлете оказался волос или животного или человека.",11155:7,"['negative', 'negative']"
230,Официанту был предоставлен этот волос.,11155:8,[]
231,"Нам счет пришел с 10% скидкой, видимо из-за волоса.",11155:9,['positive']
232,"Вообщем, несмотря на то, что была очень голодная съела по ложке из каждого блюда.",11155:10,['negative']
233,"Муж заказал улиток и говядину, и то же все отдавало уксусом.",11155:11,"['negative', 'negative']"
234,Остались недовольны.,11155:12,['negative']
235,"К сожалению, не удалось попробывать знаменитых устриц, они закончились.",11155:13,['negative']
236,Свежевыжатый сок и хлеб были вкусными (такого хлеба никогда не ела),11155:14,"['positive', 'positive', 'positive']"
237,"Вообщем сходили, посмотрели, поели...",11155:15,[]
238,больше не пойдем.,11155:16,['negative']
239,Давно не была в таком ужасном месте.,11267:0,['negative']
240,"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо..."".",11267:1,"['negative', 'negative']"
241,По-поводу самой еды - ни одно блюдо восхищения не вызвало.,11267:2,"['neutral', 'neutral']"
242,"В силу обстоятельств, была в этом ресторанчике не один раз, но как-то с каждым разом убеждаюсь в совем первом впечатлении.",11267:3,['negative']
243,"Однажды при заказе супа из меню официантка сказала, что следует заказать другой, так как этот скис (!!!).",11267:4,['negative']
244,"Интерьер - очень темный, не каждому тоже будет по вкусу.",11267:5,['negative']
245,"В общем, не советую ходить в это место.",11267:6,['negative']
246,Здравствуйте!!!,11355:0,[]
247,"Посетили вчера Твинс с подругой, в целом все очень понравилось!!",11355:1,['positive']
248,"Официант (кажется Евгений) был просто замечательный: встретил, посадил, сразу же подал меню, поиинтересовался принести ли напитки, потом понравилась ли еда и вообще весь вечер появлялся как только это было нужно!!",11355:2,['positive']
249,"Про кухню плохого сказать не могу, но самая обычная!",11355:3,['neutral']
250,"Мы заказали 2 Америка маки, чукка салат и клубничный чай в чайнике.",11355:4,[]
251,"Америка- на вкус неплохо, но мало рыбы, чукка салат-хорошо, чай- не понравился!!",11355:5,"['neutral', 'negative', 'positive', 'negative']"
252,"Вечером остались довольны, можно в следующий раз зайти перед клубом попробовать коктейли!!))",11355:6,['positive']
253,Несколько раз посещали с друзьями данный ресторан!,11388:0,[]
254,В общем очень даже неплохо!,11388:1,['positive']
255,"Интерьер милый, всего в меру!",11388:2,['positive']
256,Кухня понравилась!,11388:3,['positive']
257,"Последний раз были 21 января, отлично посидели!",11388:4,['positive']
258,Была небольшая компания 5 человек.,11388:5,[]
259,"Очень понравился музыкальный коллектив, хорошая музыка!",11388:6,"['positive', 'positive']"
260,"По обслуживанию претензий нет, хорошо встретили, проводили за столик (забронировали заранее в VIP зоне, стоимость 400 руб.).",11388:7,['positive']
261,"Официанты не заставляли себя долго ждать, очень все вежливо и обходительно!",11388:8,['positive']
262,Вполне прилично место!,11388:9,['positive']
263,"Была в этом ресторане только однажды, но с удовольствием схожу еще раз.",11421:0,['positive']
264,Ужинали с сестрой на 2 этаже.,11421:1,[]
265,"Отличное обслуживание, все приносили-уносили быстро и вежливо.",11421:2,['positive']
266,"Очень понравился выбор в меню, долго не могли решить что заказать из-за большого разнообразия блюд.",11421:3,"['positive', 'positive']"
267,"Все было очень вкусно, к кухне нет никаких нареканий.",11421:4,['positive']
268,Ближе к концу нашего ужина пришли музыканты.,11421:5,[]
269,Очень понравилась их музыка.,11421:6,['positive']
270,"Красиво, но ненавязчиво. в общем, ресторан отличный.",11421:7,"['positive', 'positive']"
271,С удовольствием схожу еще не один раз!,11421:8,['positive']
